epoch,unet_loss,encoder_mse,decoder_mse,bit-error,g_adv_bce,d_cov_bce,d_enc_bce,encoder-loss,adv-loss,mode,artefacts
103,0.0574,0.0058,0.0134,0,2.9581,1.734,0.07,5,0.005,validation,yes
104,0.0503,0.0048,0.0128,0.0002,2.6957,1.5207,0.0961,5,0.005,validation,yes
105,0.0621,0.0065,0.0108,0.0001,3.711,2.5831,0.0328,5,0.005,validation,yes
106,0.0559,0.0058,0.0086,0.0001,3.6233,2.5413,0.1072,5,0.005,validation,yes
107,0.0402,0.0049,0.0115,0,0.8899,0.6257,0.6277,5,0.005,validation,yes
108,0.0585,0.0056,0.0133,0.0002,3.4351,1.9272,0.0631,5,0.005,validation,yes
109,0.0481,0.0047,0.0105,0,2.7975,1.908,0.1007,5,0.005,validation,yes
110,0.0438,0.0052,0.0065,0,2.2803,1.6724,0.1895,5,0.005,validation,yes
111,0.0787,0.0056,0.0124,0.0001,7.6284,4.1526,0.0019,5,0.005,validation,yes
112,0.0584,0.0064,0.0132,0.0011,2.6265,1.1579,0.2123,5,0.005,validation,yes
113,0.0681,0.0094,0.0107,0,2.0391,1.1238,0.2216,5,0.005,validation,yes
114,0.0568,0.0055,0.0101,0,3.8925,2.0838,0.0319,5,0.005,validation,yes
115,0.0525,0.0058,0.0108,0,2.5501,1.3731,0.111,5,0.005,validation,yes
116,0.0494,0.0058,0.0112,0,1.8355,1.2262,0.3615,5,0.005,validation,yes
117,0.0593,0.0063,0.0172,0.0002,2.1372,0.9123,0.2036,5,0.005,validation,yes
118,0.043,0.0058,0.0082,0,1.1593,0.6161,0.5025,5,0.005,validation,yes
119,0.1003,0.0145,0.0158,0.0048,2.4154,2.0422,0.6027,5,0.005,validation,yes
120,0.0519,0.0058,0.0099,0,2.6219,0.655,0.1914,5,0.005,validation,yes
121,0.0429,0.0047,0.0101,0,1.8715,1.0808,0.2127,5,0.005,validation,yes
122,0.0514,0.0052,0.0113,0,2.8235,1.4799,0.0942,5,0.005,validation,yes
123,0.0442,0.0045,0.0095,0,2.4233,1.4409,0.1093,5,0.005,validation,yes
124,0.0487,0.0047,0.0112,0,2.8244,1.5841,0.076,5,0.005,validation,yes
125,0.0408,0.0053,0.0087,0.0001,1.1044,0.9123,0.4901,5,0.005,validation,yes
126,0.0506,0.0055,0.0103,0,2.5994,1.3018,0.0989,5,0.005,validation,yes
127,0.0505,0.0062,0.0118,0,1.5417,0.7807,0.3054,5,0.005,validation,yes
128,0.0762,0.0074,0.0139,0.0005,5.0246,1.7585,0.0586,5,0.005,validation,yes
129,0.0474,0.0051,0.0105,0,2.2298,1.214,0.1446,5,0.005,validation,yes
130,0.0568,0.007,0.0084,0.0004,2.7149,1.3605,0.1054,5,0.005,validation,yes
131,0.0501,0.0054,0.0108,0,2.4845,1.4326,0.1088,5,0.005,validation,yes
132,0.0657,0.0073,0.0158,0.0001,2.6615,1.8219,0.2182,5,0.005,validation,yes
133,0.0526,0.0051,0.0095,0,3.5234,1.7089,0.0462,5,0.005,validation,yes
134,0.0786,0.0104,0.0187,0,1.608,1.3974,0.5319,5,0.005,validation,yes
135,0.0474,0.0062,0.0069,0.0001,1.9055,1.0083,0.2777,5,0.005,validation,yes
136,0.0339,0.0043,0.0083,0,0.8154,0.5099,0.7923,5,0.005,validation,yes
137,0.0408,0.0048,0.0094,0,1.4806,1.0918,0.6834,5,0.005,validation,yes
138,0.0451,0.004,0.008,0,3.4558,2.3743,0.0757,5,0.005,validation,yes
139,0.0508,0.0049,0.0125,0.0001,2.7691,1.8297,0.0808,5,0.005,validation,yes
140,0.0466,0.005,0.0104,0.0003,2.2704,1.153,0.1527,5,0.005,validation,yes
141,0.0468,0.0053,0.007,0,2.694,1.9181,0.1137,5,0.005,validation,yes
142,0.0528,0.0045,0.0074,0,4.5379,3.1945,0.0166,5,0.005,validation,yes
143,0.0602,0.0063,0.0073,0.0002,4.3001,2.8552,0.0218,5,0.005,validation,yes
144,0.0531,0.0051,0.0088,0,3.7382,2.5335,0.0301,5,0.005,validation,yes
145,0.0424,0.0048,0.0077,0,2.1622,1.3333,0.1749,5,0.005,validation,yes
146,0.0369,0.0045,0.0095,0,0.9788,0.539,0.5816,5,0.005,validation,yes
147,0.0572,0.0059,0.0123,0.0001,3.0826,2.4919,0.0693,5,0.005,validation,yes
148,0.0522,0.0047,0.0185,0.0036,2.0645,1.0457,0.1646,5,0.005,validation,yes
149,0.051,0.005,0.0115,0,2.8816,1.6174,0.0771,5,0.005,validation,yes
150,0.0872,0.0083,0.0143,0.0004,6.2423,3.8301,0.0057,5,0.005,validation,yes
151,0.044,0.0051,0.0096,0,1.7831,0.7199,0.2455,5,0.005,validation,yes
152,0.0517,0.0059,0.01,0.0001,2.4072,1.2152,0.1344,5,0.005,validation,yes
153,0.0461,0.005,0.0097,0.0001,2.3081,1.245,0.1522,5,0.005,validation,yes
154,0.0625,0.0064,0.0174,0.0001,2.6052,0.7361,0.1901,5,0.005,validation,yes
155,0.0375,0.0044,0.009,0,1.3002,0.5032,0.4311,5,0.005,validation,yes
156,0.0385,0.0047,0.0087,0.0004,1.2604,0.7563,0.6701,5,0.005,validation,yes
157,0.0448,0.0045,0.0064,0,3.2369,1.934,0.0634,5,0.005,validation,yes
158,0.057,0.0043,0.0082,0,5.4971,4.5308,0.0081,5,0.005,validation,yes
159,0.0614,0.0057,0.0099,0.0001,4.6074,2.914,0.0161,5,0.005,validation,yes
160,0.049,0.0049,0.0113,0,2.6472,1.45,0.1368,5,0.005,validation,yes
161,0.0389,0.0045,0.0087,0,1.5463,0.9004,0.2924,5,0.005,validation,yes
162,0.042,0.005,0.0069,0,1.9634,0.9305,0.1935,5,0.005,validation,yes
163,0.0505,0.005,0.0132,0.001,2.423,1.7809,0.1175,5,0.005,validation,yes
164,0.046,0.0055,0.009,0,1.9374,1.0686,0.2092,5,0.005,validation,yes
165,0.0871,0.0096,0.0109,0,5.6224,2.322,0.0273,5,0.005,validation,yes
166,0.0354,0.0043,0.0058,0,1.6405,0.8893,0.3042,5,0.005,validation,yes
167,0.0568,0.0058,0.01,0,3.6056,2.3237,0.0576,5,0.005,validation,yes
168,0.0647,0.0063,0.0113,0,4.3282,1.7659,0.0237,5,0.005,validation,yes
169,0.0368,0.0039,0.0069,0,2.0986,1.3222,0.1744,5,0.005,validation,yes
170,0.0414,0.0048,0.0071,0,2.0769,1.3621,0.1874,5,0.005,validation,yes
171,0.0586,0.0066,0.0107,0.0001,2.9594,1.9231,0.0802,5,0.005,validation,yes
172,0.0551,0.0059,0.0085,0,3.4334,2.1697,0.0684,5,0.005,validation,yes
173,0.0568,0.0059,0.0084,0,3.7436,2.4387,0.0953,5,0.005,validation,yes
174,0.0392,0.0039,0.0109,0,1.7294,0.8402,0.2608,5,0.005,validation,yes
175,0.0534,0.0044,0.0166,0.0001,2.9618,1.6121,0.0941,5,0.005,validation,yes
176,0.0732,0.0085,0.0127,0.0004,3.591,2.4751,0.0406,5,0.005,validation,yes
177,0.0457,0.0046,0.011,0.0001,2.3111,1.6388,0.2295,5,0.005,validation,yes
178,0.4528,0.0738,0.0612,0.0451,4.51,1.7771,0.2167,5,0.005,validation,yes
179,0.0818,0.0092,0.0089,0.0001,5.3881,2.7047,0.0617,5,0.005,validation,yes
180,0.0703,0.0068,0.013,0.0001,4.6383,2.7524,0.0178,5,0.005,validation,yes
181,0.0465,0.0063,0.0062,0,1.7507,1.0782,0.5736,5,0.005,validation,yes
182,0.0688,0.0064,0.0082,0,5.7696,3.9534,0.0113,5,0.005,validation,yes
183,0.045,0.0057,0.0063,0.0001,2.0691,1.0388,0.1815,5,0.005,validation,yes
184,0.0444,0.0052,0.0081,0,2.0585,1.4422,0.2215,5,0.005,validation,yes
185,0.0615,0.0059,0.0084,0,4.7198,2.8088,0.0285,5,0.005,validation,yes
186,0.0342,0.0046,0.0084,0,0.5253,0.2072,1.163,5,0.005,validation,yes
187,0.0537,0.0058,0.008,0,3.3218,1.7401,0.0689,5,0.005,validation,yes
188,0.0485,0.005,0.0094,0.0001,2.7802,1.5066,0.3625,5,0.005,validation,yes
189,0.0361,0.0045,0.0078,0,1.1533,0.5916,0.4689,5,0.005,validation,yes
190,0.0538,0.0052,0.0112,0,3.3442,1.7816,0.057,5,0.005,validation,yes
191,0.0422,0.0049,0.0067,0,2.1902,1.2139,0.1548,5,0.005,validation,yes
192,0.0529,0.0063,0.009,0,2.4303,1.1542,0.1431,5,0.005,validation,yes
193,0.0394,0.0047,0.006,0,1.982,1.2236,0.1803,5,0.005,validation,yes
194,0.0446,0.0046,0.0126,0.0001,1.7794,1.0589,0.2229,5,0.005,validation,yes
195,0.0446,0.0047,0.0066,0,2.9225,1.7247,0.0786,5,0.005,validation,yes
196,0.0423,0.0047,0.0073,0,2.3086,1.0527,0.145,5,0.005,validation,yes
197,0.0506,0.0052,0.0072,0,3.4405,2.3,0.0429,5,0.005,validation,yes
198,0.0475,0.0055,0.0091,0,2.1401,1.0301,0.1914,5,0.005,validation,yes
199,0.0464,0.0061,0.0073,0,1.7511,1.3783,0.2998,5,0.005,validation,yes
200,0.0388,0.0046,0.0071,0.0001,1.7536,1.053,0.3119,5,0.005,validation,yes
1,0.2857,0.0368,0.2415,0.3947,1.4839,0.325,0.3365,1,0.005,train,yes
2,0.25,0.0162,0.2179,0.355,3.184,0.0637,0.067,1,0.005,train,yes
3,0.2401,0.0147,0.2036,0.3178,4.3448,0.0263,0.0253,1,0.005,train,yes
4,0.2209,0.0152,0.1834,0.2749,4.4531,0.0369,0.0377,1,0.005,train,yes
5,0.2019,0.0142,0.1651,0.2383,4.527,0.0429,0.0414,1,0.005,train,yes
6,0.1934,0.0139,0.153,0.2137,5.2892,0.0279,0.0266,1,0.005,train,yes
7,0.1864,0.0131,0.1389,0.188,6.8817,0.002,0.0022,1,0.005,train,yes
8,0.1783,0.0123,0.1332,0.1753,6.5642,0.0111,0.0106,1,0.005,train,yes
9,0.172,0.0131,0.1287,0.167,6.0567,0.0112,0.0122,1,0.005,train,yes
10,0.1531,0.012,0.1167,0.1431,4.8773,0.0435,0.0445,1,0.005,train,yes
11,0.1427,0.0123,0.1055,0.1222,4.9867,0.0456,0.0377,1,0.005,train,yes
12,0.1432,0.0136,0.1058,0.1228,4.7691,0.0504,0.0491,1,0.005,train,yes
13,0.1375,0.0105,0.0944,0.1021,6.5047,0.0092,0.0108,1,0.005,train,yes
14,0.1335,0.013,0.0974,0.1053,4.629,0.0667,0.0648,1,0.005,train,yes
15,0.1234,0.0132,0.0887,0.0903,4.294,0.0754,0.0759,1,0.005,train,yes
16,0.1131,0.0112,0.0811,0.0769,4.1639,0.0989,0.0955,1,0.005,train,yes
17,0.109,0.0117,0.0791,0.0729,3.637,0.1192,0.111,1,0.005,train,yes
18,0.1079,0.0112,0.0778,0.0709,3.7785,0.1041,0.0962,1,0.005,train,yes
19,0.1028,0.0113,0.0736,0.0636,3.5777,0.0985,0.1064,1,0.005,train,yes
20,0.096,0.0112,0.0699,0.0571,2.9827,0.1833,0.1674,1,0.005,train,yes
21,0.0959,0.0131,0.0662,0.0506,3.311,0.1067,0.0995,1,0.005,train,yes
22,0.097,0.0126,0.0669,0.0517,3.4978,0.1164,0.1038,1,0.005,train,yes
23,0.0843,0.0113,0.0596,0.0404,2.6616,0.1748,0.1709,1,0.005,train,yes
24,0.0777,0.0109,0.0532,0.031,2.7102,0.1641,0.1481,1,0.005,train,yes
25,0.0737,0.0112,0.0479,0.0234,2.9302,0.1664,0.1552,1,0.005,train,yes
26,0.0715,0.0112,0.0457,0.0212,2.9194,0.1473,0.1468,1,0.005,train,yes
27,0.0695,0.0121,0.0439,0.0185,2.7044,0.1632,0.1558,1,0.005,train,yes
28,0.0689,0.0132,0.0403,0.0148,3.0688,0.1253,0.1185,1,0.005,train,yes
29,0.0577,0.0122,0.0318,0.0069,2.738,0.1676,0.1576,1,0.005,train,yes
30,0.0564,0.0123,0.0294,0.0056,2.9409,0.1583,0.1555,1,0.005,train,yes
31,0.0557,0.0134,0.0254,0.0025,3.3813,0.13,0.1337,1,0.005,train,yes
32,0.0569,0.015,0.0219,0.0013,4.0279,0.0867,0.0883,1,0.005,train,yes
33,0.0665,0.0184,0.0278,0.004,4.0678,0.0631,0.0637,1,0.005,train,yes
34,0.0617,0.0143,0.0259,0.0035,4.3017,0.0614,0.0628,1,0.005,train,yes
35,0.0554,0.013,0.0215,0.0012,4.1763,0.0919,0.0903,1,0.005,train,yes
36,0.0488,0.0115,0.0203,0.0008,3.418,0.1256,0.1225,1,0.005,train,yes
37,0.0499,0.0116,0.0202,0.0008,3.6109,0.1174,0.1119,1,0.005,train,yes
38,0.0516,0.0128,0.0195,0.0006,3.8618,0.0964,0.0947,1,0.005,train,yes
39,0.055,0.0131,0.0186,0.0005,4.6713,0.0645,0.0598,1,0.005,train,yes
40,0.0514,0.0126,0.0198,0.0007,3.7923,0.1204,0.1205,1,0.005,train,yes
41,0.0524,0.0134,0.0182,0.0004,4.1434,0.1057,0.1069,1,0.005,train,yes
42,0.051,0.0146,0.0178,0.0003,3.7328,0.1306,0.1374,1,0.005,train,yes
43,0.0511,0.013,0.0177,0.0002,4.06,0.1279,0.1282,1,0.005,train,yes
44,0.0498,0.0129,0.019,0.0007,3.5753,0.1169,0.1107,1,0.005,train,yes
45,0.0532,0.0133,0.0177,0.0004,4.4329,0.0857,0.0894,1,0.005,train,yes
46,0.0516,0.0139,0.019,0.0007,3.7571,0.1221,0.1249,1,0.005,train,yes
47,0.0486,0.0134,0.0184,0.0008,3.3624,0.1526,0.1483,1,0.005,train,yes
48,0.0486,0.0137,0.0175,0.0006,3.4886,0.1321,0.135,1,0.005,train,yes
49,0.0436,0.013,0.0167,0.0003,2.7645,0.2115,0.2089,1,0.005,train,yes
50,0.0459,0.0138,0.0161,0.0002,3.2004,0.1746,0.176,1,0.005,train,yes
51,0.0499,0.0147,0.0161,0.0002,3.8126,0.1191,0.1227,1,0.005,train,yes
52,0.045,0.014,0.0158,0.0002,3.0312,0.1765,0.1806,1,0.005,train,yes
53,0.0474,0.0138,0.0161,0.0002,3.5117,0.1319,0.1294,1,0.005,train,yes
54,0.044,0.0134,0.0157,0.0002,2.9795,0.1825,0.1863,1,0.005,train,yes
55,0.0488,0.0155,0.0161,0.0003,3.4485,0.1428,0.1451,1,0.005,train,yes
56,0.0464,0.0145,0.017,0.0008,2.9973,0.1937,0.2176,1,0.005,train,yes
57,0.0425,0.0132,0.0154,0.0002,2.7679,0.202,0.2068,1,0.005,train,yes
58,0.052,0.0164,0.0185,0.0022,3.4355,0.1307,0.1247,1,0.005,train,yes
59,0.0483,0.0147,0.0161,0.0003,3.5081,0.1437,0.1473,1,0.005,train,yes
60,0.0504,0.0152,0.0171,0.0005,3.616,0.1473,0.1533,1,0.005,train,yes
61,0.0464,0.0137,0.0155,0.0002,3.4412,0.1612,0.1509,1,0.005,train,yes
62,0.051,0.0159,0.0183,0.0014,3.3537,0.1433,0.1493,1,0.005,train,yes
63,0.0515,0.016,0.017,0.0006,3.7082,0.1342,0.1354,1,0.005,train,yes
64,0.0495,0.0152,0.0157,0.0002,3.7036,0.1295,0.1316,1,0.005,train,yes
65,0.043,0.0139,0.0149,0.0002,2.8356,0.2255,0.2279,1,0.005,train,yes
66,0.0428,0.0134,0.0151,0.0001,2.8637,0.218,0.2234,1,0.005,train,yes
67,0.0481,0.0168,0.0148,0.0001,3.3001,0.1529,0.1584,1,0.005,train,yes
68,0.0489,0.0172,0.015,0.0001,3.3284,0.1724,0.1782,1,0.005,train,yes
69,0.0484,0.0166,0.0146,0.0001,3.44,0.1447,0.1499,1,0.005,train,yes
70,0.0497,0.0166,0.0145,0.0001,3.7195,0.136,0.1586,1,0.005,train,yes
71,0.0493,0.016,0.0146,0.0001,3.7366,0.1478,0.1441,1,0.005,train,yes
72,0.0524,0.017,0.0179,0.001,3.4987,0.1259,0.1269,1,0.005,train,yes
73,0.046,0.0153,0.0152,0.0001,3.1224,0.1769,0.1699,1,0.005,train,yes
74,0.0455,0.0153,0.0145,0.0001,3.1608,0.1862,0.1793,1,0.005,train,yes
75,0.0481,0.0154,0.0149,0.0001,3.5754,0.1787,0.1852,1,0.005,train,yes
76,0.0436,0.0143,0.0146,0.0002,2.9413,0.1849,0.1967,1,0.005,train,yes
77,0.0484,0.016,0.0144,0.0001,3.5909,0.151,0.1567,1,0.005,train,yes
78,0.0473,0.0163,0.0141,0.0001,3.374,0.1707,0.1794,1,0.005,train,yes
79,0.0472,0.0161,0.0142,0.0002,3.3836,0.1401,0.1411,1,0.005,train,yes
80,0.0489,0.0159,0.0146,0.0003,3.6721,0.142,0.151,1,0.005,train,yes
81,0.0512,0.016,0.0142,0.0001,4.2138,0.1121,0.1188,1,0.005,train,yes
82,0.0537,0.017,0.017,0.0009,3.929,0.1415,0.1489,1,0.005,train,yes
83,0.0504,0.0158,0.0143,0.0001,4.063,0.1236,0.1301,1,0.005,train,yes
84,0.0497,0.0161,0.0142,0.0001,3.876,0.1502,0.159,1,0.005,train,yes
85,0.0507,0.0165,0.0142,0.0001,3.996,0.1229,0.1261,1,0.005,train,yes
86,0.0494,0.0158,0.0149,0.0003,3.7376,0.1351,0.1418,1,0.005,train,yes
87,0.0495,0.0159,0.0145,0.0004,3.7973,0.1343,0.1475,1,0.005,train,yes
88,0.0496,0.0153,0.015,0.0007,3.8643,0.1468,0.1577,1,0.005,train,yes
89,0.0469,0.015,0.0139,0.0001,3.6018,0.1512,0.1507,1,0.005,train,yes
90,0.0501,0.0161,0.0141,0.0002,3.9725,0.1288,0.1357,1,0.005,train,yes
91,0.0513,0.0166,0.0142,0.0004,4.1059,0.1574,0.1705,1,0.005,train,yes
92,0.0467,0.0164,0.0138,0.0002,3.3153,0.1748,0.1793,1,0.005,train,yes
93,0.0502,0.0161,0.0138,0.0002,4.065,0.1211,0.1244,1,0.005,train,yes
94,0.0479,0.0161,0.0139,0.0001,3.5787,0.1484,0.1475,1,0.005,train,yes
95,0.045,0.015,0.014,0.0002,3.2161,0.1776,0.1774,1,0.005,train,yes
96,0.0482,0.0157,0.0137,0.0001,3.7687,0.1452,0.1493,1,0.005,train,yes
97,0.0491,0.0158,0.0136,0.0001,3.9279,0.1249,0.129,1,0.005,train,yes
98,0.0467,0.0157,0.0135,0,3.4991,0.1637,0.1647,1,0.005,train,yes
99,0.0455,0.0154,0.0138,0.0001,3.2651,0.1648,0.1727,1,0.005,train,yes
100,0.0495,0.0161,0.0135,0.0001,3.9783,0.1102,0.1193,1,0.005,train,yes
101,0.0477,0.0158,0.0134,0.0001,3.692,0.1278,0.1388,1,0.005,train,yes
102,0.046,0.0149,0.0134,0.0001,3.5297,0.1534,0.1566,1,0.005,train,yes
103,0.0523,0.0157,0.0154,0.0007,4.2319,0.1081,0.1119,1,0.005,train,yes
104,0.0469,0.0157,0.0139,0.0001,3.4674,0.1904,0.208,1,0.005,train,yes
105,0.0433,0.0153,0.0136,0.0001,2.8792,0.251,0.2459,1,0.005,train,yes
106,0.0476,0.0168,0.0132,0.0001,3.5187,0.1321,0.1366,1,0.005,train,yes
107,0.0481,0.0165,0.0132,0.0001,3.6894,0.1324,0.1333,1,0.005,train,yes
108,0.0491,0.0159,0.0134,0.0001,3.9569,0.1345,0.1416,1,0.005,train,yes
109,0.0494,0.016,0.0135,0.0002,3.9949,0.1054,0.1114,1,0.005,train,yes
110,0.0649,0.0194,0.0183,0.0025,5.438,0.1027,0.108,1,0.005,train,yes
111,0.0556,0.0199,0.0146,0.0004,4.2264,0.1019,0.1082,1,0.005,train,yes
112,0.0514,0.0178,0.0136,0.0001,4.0092,0.1317,0.1335,1,0.005,train,yes
113,0.0494,0.0167,0.0132,0,3.8962,0.135,0.1401,1,0.005,train,yes
114,0.0494,0.0167,0.0131,0.0001,3.9045,0.1037,0.1022,1,0.005,train,yes
115,0.0473,0.016,0.0136,0.0001,3.5521,0.1504,0.1571,1,0.005,train,yes
116,0.0478,0.0161,0.013,0,3.7458,0.1285,0.1341,1,0.005,train,yes
117,0.0465,0.0155,0.0135,0.0001,3.4959,0.172,0.1746,1,0.005,train,yes
118,0.0475,0.0163,0.0134,0.0001,3.5745,0.1351,0.1362,1,0.005,train,yes
119,0.0498,0.0165,0.0127,0.0001,4.1217,0.1142,0.1162,1,0.005,train,yes
120,0.0468,0.0154,0.013,0.0001,3.6743,0.1418,0.1534,1,0.005,train,yes
121,0.0498,0.0151,0.0136,0.0001,4.2117,0.1355,0.1453,1,0.005,train,yes
122,0.0489,0.0162,0.0132,0.0001,3.9081,0.143,0.1479,1,0.005,train,yes
123,0.0482,0.0162,0.0129,0.0001,3.8431,0.1744,0.1857,1,0.005,train,yes
124,0.0467,0.0153,0.0129,0,3.692,0.1271,0.1246,1,0.005,train,yes
125,0.0468,0.015,0.0132,0.0002,3.7104,0.1672,0.1772,1,0.005,train,yes
126,0.0443,0.015,0.0127,0.0001,3.3115,0.1673,0.1697,1,0.005,train,yes
127,0.0464,0.0155,0.0127,0,3.6268,0.1499,0.1526,1,0.005,train,yes
128,0.0476,0.0161,0.0129,0.0002,3.7228,0.1578,0.1565,1,0.005,train,yes
129,0.0467,0.0155,0.0128,0.0001,3.6826,0.1453,0.1479,1,0.005,train,yes
130,0.0478,0.0154,0.0126,0.0001,3.9608,0.1088,0.1176,1,0.005,train,yes
131,0.0453,0.0148,0.0124,0,3.6264,0.1528,0.1479,1,0.005,train,yes
132,0.0435,0.0147,0.0126,0.0001,3.2342,0.1776,0.1877,1,0.005,train,yes
133,0.0461,0.0158,0.0126,0,3.5445,0.1712,0.18,1,0.005,train,yes
134,0.0479,0.0163,0.0127,0.0002,3.7804,0.1226,0.1262,1,0.005,train,yes
135,0.0479,0.0155,0.013,0.0002,3.8949,0.1238,0.1369,1,0.005,train,yes
136,0.0467,0.0153,0.0125,0,3.7794,0.1424,0.145,1,0.005,train,yes
137,0.0451,0.0151,0.0125,0.0001,3.4949,0.1847,0.1978,1,0.005,train,yes
138,0.0473,0.0155,0.0128,0,3.8058,0.1639,0.17,1,0.005,train,yes
139,0.0495,0.0156,0.0128,0.0001,4.2166,0.129,0.148,1,0.005,train,yes
140,0.0482,0.0153,0.0123,0,4.1291,0.125,0.1281,1,0.005,train,yes
141,0.0471,0.0155,0.0122,0,3.8715,0.1284,0.1339,1,0.005,train,yes
142,0.0455,0.0143,0.0125,0.0001,3.7497,0.1504,0.1646,1,0.005,train,yes
143,0.0468,0.0154,0.0126,0.0001,3.7565,0.1627,0.1709,1,0.005,train,yes
144,0.0455,0.0151,0.0124,0,3.5971,0.135,0.1384,1,0.005,train,yes
145,0.0466,0.0146,0.0126,0.0001,3.8811,0.1346,0.1495,1,0.005,train,yes
146,0.0437,0.0142,0.0124,0.0001,3.4111,0.1962,0.2125,1,0.005,train,yes
147,0.047,0.015,0.0123,0.0001,3.9434,0.1389,0.1481,1,0.005,train,yes
148,0.0463,0.0149,0.0125,0,3.7835,0.1483,0.1548,1,0.005,train,yes
149,0.048,0.0156,0.0121,0,4.0424,0.118,0.1149,1,0.005,train,yes
150,0.0455,0.0144,0.0124,0.0001,3.7376,0.1561,0.1575,1,0.005,train,yes
151,0.0494,0.0163,0.0123,0,4.1658,0.1194,0.1338,1,0.005,train,yes
152,0.0463,0.0155,0.0122,0.0001,3.7282,0.1349,0.1348,1,0.005,train,yes
153,0.0525,0.0173,0.0127,0.0001,4.5074,0.1475,0.1568,1,0.005,train,yes
154,0.0546,0.0171,0.0127,0,4.9557,0.0893,0.0945,1,0.005,train,yes
155,0.0538,0.0166,0.0126,0,4.9191,0.087,0.0876,1,0.005,train,yes
156,0.0525,0.0167,0.0123,0,4.6876,0.1103,0.1086,1,0.005,train,yes
157,0.0467,0.0148,0.0125,0,3.8787,0.1386,0.1575,1,0.005,train,yes
158,0.048,0.0151,0.0122,0,4.1436,0.1458,0.145,1,0.005,train,yes
159,0.0472,0.0155,0.0122,0,3.9244,0.1436,0.1532,1,0.005,train,yes
160,0.0474,0.0144,0.0126,0.0004,4.0689,0.1333,0.1338,1,0.005,train,yes
161,0.0447,0.0146,0.0122,0,3.5849,0.1754,0.1867,1,0.005,train,yes
162,0.0488,0.0157,0.012,0,4.23,0.1293,0.1201,1,0.005,train,yes
163,0.0472,0.0149,0.0119,0,4.0667,0.1464,0.1472,1,0.005,train,yes
164,0.0473,0.0149,0.0119,0.0001,4.1071,0.1269,0.1369,1,0.005,train,yes
165,0.0485,0.016,0.0122,0.0001,4.0712,0.12,0.1265,1,0.005,train,yes
166,0.0488,0.0157,0.012,0,4.2384,0.1398,0.142,1,0.005,train,yes
167,0.0514,0.0173,0.0118,0,4.4503,0.1055,0.1119,1,0.005,train,yes
168,0.0528,0.0163,0.012,0.0001,4.8848,0.0958,0.0884,1,0.005,train,yes
169,0.0504,0.0153,0.0122,0.0001,4.5892,0.1321,0.1483,1,0.005,train,yes
170,0.052,0.0156,0.012,0.0001,4.8906,0.0821,0.0853,1,0.005,train,yes
171,0.0501,0.0161,0.0119,0,4.4329,0.1333,0.1371,1,0.005,train,yes
172,0.0504,0.0157,0.0121,0.0001,4.5239,0.1175,0.1219,1,0.005,train,yes
173,0.0529,0.0156,0.0117,0,5.114,0.0816,0.0828,1,0.005,train,yes
174,0.0499,0.0161,0.0116,0.0001,4.4498,0.1118,0.1258,1,0.005,train,yes
175,0.0495,0.0152,0.0118,0.0001,4.5111,0.1469,0.1473,1,0.005,train,yes
176,0.0513,0.0157,0.0119,0.0001,4.7475,0.1003,0.107,1,0.005,train,yes
177,0.0496,0.0163,0.012,0.0001,4.2614,0.1653,0.1654,1,0.005,train,yes
178,0.0481,0.0151,0.0117,0.0001,4.2462,0.1307,0.1242,1,0.005,train,yes
179,0.0464,0.0145,0.0116,0.0001,4.0622,0.1632,0.1663,1,0.005,train,yes
180,0.051,0.0158,0.0117,0.0001,4.6964,0.1219,0.1227,1,0.005,train,yes
181,0.0524,0.0176,0.0118,0.0001,4.5973,0.0922,0.0928,1,0.005,train,yes
182,0.0501,0.0166,0.0116,0,4.3753,0.117,0.1248,1,0.005,train,yes
183,0.0508,0.0159,0.0119,0,4.6043,0.1313,0.1344,1,0.005,train,yes
184,0.0482,0.0159,0.0115,0,4.1607,0.1179,0.1269,1,0.005,train,yes
185,0.0523,0.0163,0.0113,0,4.9413,0.0883,0.0889,1,0.005,train,yes
186,0.0499,0.016,0.0115,0.0001,4.4672,0.1237,0.1269,1,0.005,train,yes
187,0.0483,0.0164,0.0114,0,4.0901,0.1297,0.1314,1,0.005,train,yes
188,0.05,0.0163,0.0115,0,4.4627,0.1054,0.1146,1,0.005,train,yes
189,0.0485,0.0156,0.0115,0.0001,4.2661,0.1106,0.1067,1,0.005,train,yes
190,0.0465,0.015,0.0115,0,4.0054,0.1809,0.1784,1,0.005,train,yes
191,0.0455,0.015,0.0114,0.0001,3.8244,0.1633,0.1765,1,0.005,train,yes
192,0.05,0.0159,0.0115,0.0001,4.5169,0.0874,0.0951,1,0.005,train,yes
193,0.0512,0.0159,0.0123,0.0005,4.6143,0.1284,0.1267,1,0.005,train,yes
194,0.0512,0.0154,0.0114,0.0001,4.9061,0.0862,0.0908,1,0.005,train,yes
195,0.0529,0.0171,0.0117,0.0001,4.8288,0.1201,0.1296,1,0.005,train,yes
196,0.0467,0.0163,0.0115,0.0001,3.7722,0.1749,0.175,1,0.005,train,yes
197,0.0485,0.0158,0.0112,0.0001,4.3012,0.1015,0.1047,1,0.005,train,yes
198,0.0464,0.0152,0.0112,0,4.01,0.14,0.1306,1,0.005,train,yes
199,0.0482,0.0161,0.0113,0,4.1625,0.1455,0.1531,1,0.005,train,yes
200,0.0456,0.0154,0.0111,0,3.8079,0.1661,0.1757,1,0.005,train,yes
